diagnosis_code,diagnosis_desc,fce,admissions,emergency,waiting_list,mean_los_days,mean_age,year,baseline_admissions,baseline_waiting,pct_change_admissions,pct_change_waiting,backlog_trap
K90-K93,Other diseases of the digestive system,69234,69234,34958,11493,6.6,58,1999,137810,66278,-49.76126551,-82.65940433,FALSE
L20-L30,Dermatitis and eczema,10698,10698,5338,3750,6,36,1999,13675,3628,-21.76965265,3.362734289,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),12009,12009,1386,8296,13.2,48,1999,11725,5176,2.42217484,60.27820711,FALSE
L50-L54,Urticaria and erythems,4722,4722,3662,492,3.3,28,1999,10481,2209,-54.94704704,-77.7274785,FALSE
M00-M25,Arthropathies,308970,308970,36031,247865,7.6,54,1999,609032,456301,-49.26867554,-45.67949665,FALSE
M30-M36,Systemic connective tissue disorders,15563,15563,4245,6277,11.2,50,1999,27080,8801,-42.5295421,-28.67855925,FALSE
M40-M54,Dorsopathies,147481,147481,29939,90173,7,53,1999,320545,195899,-53.99054735,-53.96964762,FALSE
M60-M79,Soft tissue disorders,123075,123075,38577,72180,3.1,52,1999,248802,137373,-50.53295392,-47.45692385,FALSE
M80-M94,Osteopathies and chondropathies,44299,44299,11256,23552,8.9,51,1999,88894,37621,-50.16649043,-37.39666676,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,3973,3973,418,3194,6.8,42,1999,10711,3885,-62.90729157,-17.78635779,FALSE
N17-N19,Renal failure,68999,68999,15336,8017,11.2,61,1999,95579,20216,-27.80945605,-60.34329244,FALSE
N20-N23,Urolithiasis,54904,54904,20630,25336,3.3,50,1999,89624,45150,-38.73962332,-43.88482835,FALSE
N25-N29,Other disorders of kidney & ureter,4046,4046,1069,1958,5.8,48,1999,6342,3525,-36.20309051,-44.45390071,FALSE
N30-N39,Other diseases of the urinary system,172224,172224,55881,85033,7.9,57,1999,272213,84232,-36.73189745,0.950945009,FALSE
N40-N51,Diseases of male genital organs,118655,118655,22302,85943,3.6,48,1999,125265,81313,-5.276813156,5.694046462,FALSE
N60-N64,Disorders of breast,30399,30399,2958,26462,2.2,44,1999,17983,10986,69.04298504,140.8701984,FALSE
N70-N77,Inflammatory diseases of female pelvic organs,29052,29052,12514,14459,2.7,36,1999,24358,9244,19.2708761,56.41497187,FALSE
N80-N98,Noninflammatory disorders of female genital tract,287486,287486,29688,240237,3.3,44,1999,209704,163170,37.09132873,47.23110866,FALSE
O00-O08,Pregnancy with abortive outcome,173722,173722,71005,85081,1.1,30,1999,122159,52756,42.20974304,61.27265145,FALSE
O80-O84,Delivery,117927,117927,648,581,2.2,28,1999,31065,215,279.6137132,170.2325581,FALSE
P00-P04,Complications of fetus/neonate affected by maternal,13665,13665,83,6,3.2,0,1999,261,1,5135.632184,500,FALSE
Q00-Q89,Congenital malformations,97941,97941,9064,56154,4.7,11,1999,102677,60952,-4.612522766,-7.871767949,FALSE
Q90-Q99,Chromosomal abnormalities nec.,1431,1431,246,434,23.4,13,1999,1396,450,2.507163324,-3.555555556,FALSE
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,284196,284196,202176,37320,3.2,54,1999,440918,49035,-35.54447766,-23.8910982,FALSE
R10-R19,Symptoms & signs inv. the digestive system & abdomen,344831,344831,187187,99782,3.4,44,1999,554882,231112,-37.85507549,-56.82526221,FALSE
R20-R23,Symptoms & signs inv. the skin & subcutaneous tissue,26105,26105,14697,8477,2.2,34,1999,40073,5175,-34.85638709,63.80676329,FALSE
R25-R29,Symptoms & signs inv. the nervous & musculoskeletal sys.,25506,25506,8829,3001,21.4,52,1999,105466,3769,-75.81590276,-20.37675776,FALSE
R30-R39,Symptoms & signs involving the urinary system,121935,121935,33256,69524,4.6,61,1999,107642,47671,13.27827428,45.84128716,FALSE
R40-R46,"Symptoms & signs inv. Cognition, perception etc.",34381,34381,24332,2022,11.1,67,1999,,,,,FALSE
R47-R49,Symptoms & signs inv. speech & voice,7236,7236,1472,4652,6.5,57,1999,8412,1772,-13.98002853,162.5282167,FALSE
R50-R68,General symptoms & signs,215584,215584,151262,24912,6.8,49,1999,316803,48924,-31.95013936,-49.08020603,FALSE
R70-R89,Abnormal findings of bodily fluids or samples without diag.,32807,32807,2371,23117,3.3,42,1999,35639,18325,-7.946350908,26.15006821,FALSE
R90-R94,Abnormal findings on diagnostic imaging/function studies,20004,20004,2691,12775,4.3,60,1999,44497,29898,-55.04416028,-57.27138939,FALSE
R95-R99,Ill-defined & unknown causes of mortality,94,94,48,9,14.3,55,1999,,,,,FALSE
S00-S09,Injuries to the head,130548,130548,103026,14598,3.1,32,1999,183751,13648,-28.95385603,6.960726846,FALSE
S10-S19,Injuries to the neck,6437,6437,5124,211,9.2,39,1999,10158,232,-36.63122662,-9.051724138,FALSE
S20-S29,Injuries to the thorax,14777,14777,12326,103,8.5,52,1999,28420,450,-48.00492611,-77.11111111,FALSE
S30-S39,"Injuries to abdomen, lower back, lumbar spine & pelvis",26333,26333,20884,479,10.8,50,1999,41319,824,-36.26902878,-41.86893204,FALSE
S40-S49,Injuries to the shoulder & upper arm,26971,26971,21990,1505,7.5,46,1999,48240,8096,-44.08996683,-81.41057312,FALSE
S50-S59,Injuries to the elbow & forearm,63388,63388,55847,3133,3.1,33,1999,72230,14930,-12.24145092,-79.01540522,FALSE
S60-S69,Injuries to the wrist & hand,61230,61230,50824,5050,1.6,32,1999,93794,33397,-34.71863872,-84.87888134,FALSE
S70-S79,Injuries to the hip & thigh,83658,83658,67072,1059,20.4,75,1999,87752,1689,-4.665420731,-37.30017762,FALSE
S80-S89,Injuries to the knee & lower leg,65901,65901,53800,5303,8.1,44,1999,78912,11458,-16.48798662,-53.71792634,FALSE
S90-S99,Injuries to the ankle & foot,12356,12356,10372,680,5.5,39,1999,18875,2883,-34.53774834,-76.4134582,FALSE
T00-T07,Injuries involving multiple body regions,1775,1775,1468,18,10.2,43,1999,4339,276,-59.09195667,-93.47826087,FALSE
T08-T14,Injuries to unspecified part of trunk limb or body,5681,5681,4604,381,5.5,44,1999,1568,47,262.3086735,710.6382979,FALSE
T15-T19,Effects of foreign body entering through natural orifice,12470,12470,8664,2611,1.1,24,1999,18660,3954,-33.17256163,-33.96560445,FALSE
T20-T32,Burns and corrosions,9870,9870,7375,538,6.8,26,1999,12909,854,-23.54171508,-37.00234192,FALSE
T33-T35,Frostbite,31,31,21,5,20.4,39,1999,46,4,-32.60869565,25,FALSE
T36-T50,Poisonings by drugs medicaments & biological substances,96180,96180,85898,208,1.8,32,1999,116697,145,-17.58142883,43.44827586,FALSE
T51-T65,Tox. effcts. of substnces. chiefly non-medicinal as to source,9143,9143,7849,183,1.9,29,1999,8017,144,14.04515405,27.08333333,FALSE
T66-T78,Other and unspecified effects of external causes,8257,8257,6430,850,3,32,1999,20005,1169,-58.72531867,-27.28828058,FALSE
T80-T88,Complications of surgical & medical care nec.,118673,118673,61328,36533,8.5,54,1999,217900,75238,-45.5378614,-51.44341955,FALSE
T90-T98,Sequelae of injuriesof poisoning & other consequences,1767,1767,341,1146,11.9,40,1999,,,,,FALSE
Z00-Z13,Examination and investigation,213361,213361,14539,105781,3.4,53,1999,313949,169841,-32.03959879,-37.71763002,FALSE
Z20-Z29,Potential health hazards related to communicable diseases,5777,5777,675,2025,1.5,18,1999,15234,4056,-62.07824603,-50.0739645,FALSE
Z30-Z39,Health services in circumstances related to reproduction,561602,561602,7921,83130,1.7,10,1999,539391,20477,4.117792103,305.967671,FALSE
Z40-Z54,Persons encountering health services for specific care,166764,166764,15167,90999,14.1,51,1999,127826,84332,30.4617214,7.905658587,FALSE
Z55-Z65,Potential health hazards reltd. to socioeconomic & psychosoc.l,1546,1546,844,223,21.9,41,1999,732,11,111.2021858,1927.272727,FALSE
Z70-Z76,Persons encountering health services in other circs.,74307,74307,13100,17996,11,45,1999,22958,3447,223.6649534,422.0771686,FALSE
Z80-Z99,Persons with potential health hazards related to family,20174,20174,1413,9998,10.4,49,1999,9943,1391,102.8965101,618.7634795,FALSE
A00-A09,Intestinal infectious diseases,38997,38997,31208,3103,3.7,21,2000,159034,35016,-75.47882843,-91.13833676,FALSE
A15-A19,Tuberculosis,4867,4867,2297,818,17.3,44,2000,2225,529,118.741573,54.63137996,FALSE
A20-A49,Certain bacterial diseases,23121,23121,15107,603,13.3,48,2000,156114,2491,-85.18966909,-75.79285428,FALSE
A50-A64,Infections with predominantly sexual mode of transmission,3288,3288,596,2166,3.6,36,2000,2405,1411,36.71517672,53.50815025,FALSE
A65-A79,Other infectious and parasitic disorders,335,335,134,85,7.6,36,2000,662,161,-49.39577039,-47.20496894,FALSE
A80-A89,Viral infections of the central nervous system,4782,4782,3776,85,8.3,26,2000,3913,86,22.20802453,-1.162790698,FALSE
A90-A99,Arthropod-borne viral fevers & viral haemorrhagic fevers,28,28,25,1,3.4,32,2000,192,6,-85.41666667,-83.33333333,FALSE
B00-B09,Viral infections characterized by skin & mucous mem. lesns.,12778,12778,7189,3841,5.6,35,2000,17456,3352,-26.79880843,14.58830549,FALSE
B15-B19,Viral hepatitis,5193,5193,1276,2100,5,41,2000,2394,532,116.9172932,294.7368421,FALSE
B20-B24,Human imrnunodeficiency virus [HIV] disease,4253,4253,1472,993,11.4,38,2000,,,,,FALSE
B25-B34,Other viral diseases,47208,47208,44128,490,1.5,11,2000,118995,840,-60.32774486,-41.66666667,FALSE
B35-B49,Mycoses,3643,3643,1383,1040,7.6,44,2000,8470,3847,-56.98937426,-72.96594749,FALSE
B50-B64,Protozoal diseases,2971,2971,2237,123,4.6,34,2000,2209,213,34.49524672,-42.25352113,FALSE
B65-B83,Helminthiases,431,431,227,114,4.2,27,2000,887,466,-51.40924464,-75.53648069,FALSE
B85-B99,Other infectious and parasitic diseases,1378,1378,879,140,7.6,33,2000,3536,78,-61.02941176,79.48717949,FALSE
C00-C14,Malignant neoplasm of liporal cavity and pharynx,13062,13062,1726,6664,9.9,59,2000,,,,,FALSE
C15-C26,Malignant neoplasm of digestive organs,256176,256176,31038,84615,11.6,65,2000,268681,101300,-4.654218199,-16.47087858,FALSE
C30-C39,Malignant neoplasms of respiratory & intrathoracic organs,86632,86632,22139,24550,9.8,66,2000,115023,37403,-24.68288951,-34.36355373,FALSE
C40-C41,Malignant neoplasm of bone and articular cartilage,5064,5064,976,1740,6.9,29,2000,7261,1781,-30.25754028,-2.302077485,FALSE
C43-C44,Malignant neoplasms of skin,60399,60399,1267,52151,5.1,70,2000,154472,144205,-60.89970998,-63.83551194,FALSE
C45-C49,Malignant neoplasms of mesothelial and soft tissue,11546,11546,2418,3772,7.8,53,2000,23035,7390,-49.87627523,-48.95805142,FALSE
C51-C58,Malignant neoplasms of female genital organs,54331,54331,6831,20875,7.9,61,2000,69426,28271,-21.74257483,-26.1610838,FALSE
C60-C63,Malignant neoplasms of male genital organs,42668,42668,8018,19395,8.7,66,2000,88825,48164,-51.96397411,-59.73133461,FALSE
C64-C68,Malignant neoplasms of urinary tract,91638,91638,6916,45510,6.7,70,2000,90988,49193,0.714379918,-7.486837558,FALSE
C69-C72,"Malignant neoplasms of eye, brain & other parts of CNS",18187,18187,4866,4414,11.7,39,2000,21270,6187,-14.49459332,-28.65686116,FALSE
C81-C96,"Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",211984,211984,24109,77062,9.5,52,2000,387191,80770,-45.25079354,-4.590813421,FALSE
D00-D48,In situ & benign neoplasms and others of uncertainty,286132,286132,14808,210210,5.4,54,2000,430698,299287,-33.56551458,-29.76307023,FALSE
D50-D64,Anaemias,118900,118900,32326,40948,7.1,57,2000,299823,136373,-60.3432692,-69.97352848,FALSE
D65-D89,Diseases of the blood and blood-forming organs,49193,49193,13656,17479,5.5,43,2000,94222,20255,-47.79032498,-13.70525796,FALSE
E00-E07,Disorders of thyroid gland,11075,11075,1927,7209,6.2,51,2000,16596,10399,-33.2670523,-30.67602654,FALSE
E10-E14,Diabetes Mellitus,72352,72352,30461,22303,10.3,54,2000,56931,4961,27.0871757,349.5666196,FALSE
E15-E90,Endocrine nutritional and metabolic diseases,65358,65358,24389,20370,8.8,46,2000,236419,51871,-72.35501377,-60.72950203,FALSE
F00-F03,Dementia,27759,27759,13016,2660,71.6,80,2000,10270,332,170.292113,701.2048193,FALSE
F04-F09,Other organic including symptomatic mental disorders,4789,4789,2949,211,39.3,68,2000,23314,2250,-79.45869435,-90.62222222,FALSE
F10-F19,Mental and behavioural disorders due to psychoactive subst.,40607,40607,28149,4888,12,38,2000,50997,753,-20.37374748,549.1367862,FALSE
F20-F29,"Schizophrenia, schizotypal and delusional disorders",36109,36109,24604,1742,118.4,41,2000,24319,1107,48.48061187,57.36224029,FALSE
F30-F39,Mood [affective] disorders,52192,52192,35974,3068,47.6,51,2000,23171,1137,125.2470761,169.8328936,FALSE
F40-F69,"Neurotic, bahavioural & personality disorders",28926,28926,18978,3521,30.2,41,2000,,,,,FALSE
F70-F79,Mental retardation,18781,18781,1723,7112,193.5,22,2000,623,65,2914.606742,10841.53846,FALSE
F80-F99,Other mental and behavioural disorders,11580,11580,4615,1938,57,36,2000,4935,1402,134.6504559,38.23109843,FALSE
G00-G09,Inflammatory diseases of the central nervous system,4993,4993,2823,363,13.1,28,2000,7120,708,-29.87359551,-48.72881356,FALSE
G20-G26,Extrapyramidal & movement disorders (incl. Parkinsonism).,13855,13855,5069,4278,25.4,66,2000,15816,4500,-12.39883662,-4.933333333,FALSE
G35-G37,Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,17794,17794,4025,7202,15.3,45,2000,49768,13001,-64.24610191,-44.60426121,FALSE
G40-G47,Epilepsymigraine & other episodic disorders,87657,87657,54368,13345,6,46,2000,,,,,FALSE
G80-G83,Cerebral palsy & other paralytic syndromes,18869,18869,5226,4303,37.4,47,2000,13889,5162,35.85571315,-16.64083688,FALSE
H10-H13,Disorders of conjunctiva (including conjunctivitis),4224,4224,998,2902,2,44,2000,5956,4018,-29.07991941,-27.77501244,FALSE
H25-H28,Disorders of lens (including cataracts),256997,256997,1166,239452,1.3,75,2000,456184,436982,-43.66374095,-45.20323492,FALSE
H40-H42,Glaucoma,14590,14590,2490,11223,2.2,67,2000,24607,22414,-40.70792864,-49.92861604,FALSE
H60-H95,Diseases of the ear and mastoid process,90224,90224,12480,74542,1.8,23,2000,84407,52226,6.891608516,42.72967487,FALSE
I00-I09,Rheumatic heart disease,5338,5338,955,2816,11.7,64,2000,10374,7223,-48.54443802,-61.01342932,FALSE
I10-I15,Hypertensive diseases,17953,17953,7630,3616,7.3,61,2000,23783,2280,-24.51330782,58.59649123,FALSE
I20-I25,Ischaemic heart diseases,378532,378532,186018,83431,6.8,66,2000,261119,97302,44.96532232,-14.25561653,FALSE
I26-I28,Pulmonary heart disease & diseases of pulmonary circulation,24117,24117,15086,963,10.8,63,2000,37907,4020,-36.37850529,-76.04477612,FALSE
I30-I52,Other forms of heart disease,263551,263551,144101,38195,9.9,70,2000,315197,93243,-16.38530824,-59.03713952,FALSE
I60-I69,Cerebrovascular diseases,144661,144661,79502,6966,26.4,73,2000,111035,6188,30.28414464,12.5727214,FALSE
I70-I79,"Diseases of arteries, arterioles & capillaries",75966,75966,19300,37851,10.5,68,2000,63831,32256,19.01113879,17.34561012,FALSE
I80-I89,Diseases of veins & lymphatic system nec.,150332,150332,37418,89982,4.6,52,2000,92570,44011,62.39818516,104.4534321,FALSE
I95-I99,Other & unspecified disorders of the circulatory system,11545,11545,6809,939,10.9,74,2000,31408,2880,-63.24184921,-67.39583333,FALSE
J00-J06,Acute upper respiratory infections,81542,81542,73789,4410,1.4,9,2000,161783,26977,-49.5979182,-83.65274122,FALSE
J10-J18,Influenza & pneumonia,101922,101922,68970,1513,13.2,61,2000,290880,3167,-64.96080858,-52.22608147,FALSE
J20-J22,Other acute lower respiratory infections,115973,115973,88767,1490,8,44,2000,180764,2259,-35.84286694,-34.04161133,FALSE
J30-J39,Other diseases of upper respiratory tract,130660,130660,9746,117149,1.4,31,2000,107638,81531,21.38835727,43.68645055,FALSE
J40-J47,Chronic lower respiratory diseases,213881,213881,151084,5120,7.8,55,2000,238267,13856,-10.23473666,-63.04849885,FALSE
J60-J70,Lung diseases due to external agents,6011,6011,3309,213,18.3,68,2000,27790,730,-78.36991724,-70.82191781,FALSE
J80-J99,Other diseases of the respiratory system,55910,55910,27487,8705,10.3,60,2000,87306,24605,-35.96087325,-64.62101199,FALSE
K00-K14,"Diseases of oral cavity, salivary glands & jaws",170196,170196,7551,152448,1.7,30,2000,261727,226140,-34.97193641,-32.58689308,FALSE
K20-K31,Diseases of oesophagusstomach & duodenum,333154,333154,44800,169311,7.5,57,2000,,,,,FALSE
K35-K38,Diseases of appendix,38957,38957,35012,753,4.3,28,2000,47892,1585,-18.65656059,-52.49211356,FALSE
K40-K46,Hernia,159666,159666,15577,125623,3.2,54,2000,205256,169908,-22.21128737,-26.06410528,FALSE
K50-K52,Noninfective enteritis & colitis,118302,118302,53052,33125,6.4,42,2000,256561,128206,-53.88932846,-74.16267569,FALSE
K55-K63,Other diseases of intestines,248442,248442,90967,102544,6.8,55,2000,646953,416865,-61.59813773,-75.40114905,FALSE
K65-K67,Diseases of peritoneum,8133,8133,4009,1980,11.2,54,2000,9087,3064,-10.49851436,-35.37859008,FALSE
K70-K77,Diseases of liver,27827,27827,11950,4881,12.4,53,2000,48952,14543,-43.15451871,-66.43746132,FALSE
K80-K87,"Disorders of gall bladder, biliary tract & pancreas",128517,128517,51647,48521,6.3,56,2000,213979,92559,-39.93943331,-47.57830141,FALSE
K90-K93,Other diseases of the digestive system,69188,69188,35306,9206,7,58,2000,137810,66278,-49.7946448,-86.11002142,FALSE
L20-L30,Dermatitis and eczema,11645,11645,5623,3814,6.2,35,2000,13675,3628,-14.84460695,5.126791621,FALSE
L40-L45,Papulosquamous disorders (including Psoriasis),14718,14718,1334,7510,13.6,48,2000,11725,5176,25.52665245,45.0927357,FALSE
L50-L54,Urticaria and erythems,4763,4763,3780,358,3.3,27,2000,10481,2209,-54.55586299,-83.79357175,FALSE
M00-M25,Arthropathies,314108,314108,34303,248963,7.4,55,2000,609032,456301,-48.42504171,-45.43886601,FALSE
M30-M36,Systemic connective tissue disorders,14797,14797,4025,5802,9.7,51,2000,27080,8801,-45.35819793,-34.07567322,FALSE
M40-M54,Dorsopathies,149808,149808,30809,84971,7.3,53,2000,320545,195899,-53.26459623,-56.62509763,FALSE
M60-M79,Soft tissue disorders,131040,131040,43319,72880,2.9,52,2000,248802,137373,-47.33161309,-46.94736229,FALSE
M80-M94,Osteopathies and chondropathies,44200,44200,10860,22322,9.6,51,2000,88894,37621,-50.27785902,-40.66611733,FALSE
M95-M99,Other disorders of the musculoskeletal system & conn. tiss.,4009,4009,454,3100,6.9,43,2000,10711,3885,-62.5711885,-20.20592021,FALSE
N17-N19,Renal failure,68568,68568,16589,8557,11.5,60,2000,95579,20216,-28.26039193,-57.67214088,FALSE
N20-N23,Urolithiasis,55492,55492,20468,24659,3.4,50,2000,89624,45150,-38.08354905,-45.38427464,FALSE
N25-N29,Other disorders of kidney & ureter,4031,4031,926,2020,6.7,49,2000,6342,3525,-36.43960896,-42.69503546,FALSE
N30-N39,Other diseases of the urinary system,175152,175152,56917,80731,8.5,57,2000,272213,84232,-35.65626917,-4.156377624,FALSE
N40-N51,Diseases of male genital organs,118196,118196,21623,83910,3.5,49,2000,125265,81313,-5.643236339,3.193831245,FALSE
N60-N64,Disorders of breast,29182,29182,3179,24468,2.3,44,2000,17983,10986,62.2754824,122.7198252,FALSE
N70-N77,Inflammatory diseases of female pelvic organs,28512,28512,12318,13934,2.7,36,2000,24358,9244,17.05394532,50.73561229,FALSE
N80-N98,Noninflammatory disorders of female genital tract,280463,280463,30541,229632,3.2,44,2000,209704,163170,33.74232251,40.73175216,FALSE
O00-O08,Pregnancy with abortive outcome,167894,167894,68258,77823,1.1,30,2000,122159,52756,37.43891158,47.5149746,FALSE
O80-O84,Delivery,103764,103764,389,743,2.1,28,2000,31065,215,234.0222115,245.5813953,FALSE
P00-P04,Complications of fetus/neonate affected by maternal,12087,12087,97,5,3,0,2000,261,1,4531.034483,400,FALSE
Q00-Q89,Congenital malformations,95833,95833,8547,53026,4.4,11,2000,102677,60952,-6.665562882,-13.00367502,FALSE
Q90-Q99,Chromosomal abnormalities nec.,1561,1561,203,519,14.5,13,2000,1396,450,11.81948424,15.33333333,FALSE
R00-R09,Symptoms & signs inv. the circulatory/respiratory system,315888,315888,222821,38167,3.2,54,2000,440918,49035,-28.35674661,-22.16376058,FALSE
